,owners
42842,0-20000
4381,100000-200000
29182,0-20000
8589,50000-100000
37606,0-20000
22392,0-20000
52970,0-20000
11503,20000-50000
57966,0-20000
32592,0-20000
10721,200000-500000
2721,200000-500000
37234,0-20000
16287,20000-50000
22545,0-20000
56026,0-20000
37203,0-20000
15074,20000-50000
32496,0-20000
36238,0-20000
31649,0-20000
55024,0-20000
20367,0-20000
10948,20000-50000
2364,200000-500000
31369,0-20000
19660,0-20000
17055,20000-50000
34392,0-20000
12696,20000-50000
40859,0-20000
46744,0-20000
10739,20000-50000
32531,0-20000
5251,100000-200000
51224,0-20000
9497,0-20000
37712,0-20000
22250,0-20000
32539,0-20000
30400,0-20000
28229,0-20000
38040,0-20000
36234,0-20000
46675,0-20000
6064,100000-200000
51324,0-20000
20086,0-20000
41975,0-20000
17267,20000-50000
35168,0-20000
11924,20000-50000
52776,0-20000
17322,20000-50000
6273,100000-200000
40985,0-20000
37792,0-20000
5627,100000-200000
8017,50000-100000
1511,500000-1000000
13716,20000-50000
45483,0-20000
56124,0-20000
51786,0-20000
12976,20000-50000
54766,0-20000
32792,0-20000
31685,0-20000
58709,0-20000
38513,0-20000
22258,0-20000
13197,20000-50000
6275,100000-200000
38656,0-20000
54121,0-20000
30467,0-20000
16071,20000-50000
18326,20000-50000
9752,50000-100000
16872,20000-50000
39353,0-20000
11926,20000-50000
35491,0-20000
44508,0-20000
4091,200000-500000
41439,0-20000
9093,50000-100000
23713,0-20000
983,>1000000
41231,0-20000
39976,0-20000
16647,0-20000
50923,0-20000
46377,0-20000
56255,0-20000
38196,0-20000
41602,0-20000
22636,0-20000
15818,20000-50000
18960,0-20000
33148,0-20000
39037,0-20000
22936,0-20000
34142,0-20000
49746,0-20000
24539,0-20000
58529,0-20000
5489,100000-200000
35395,0-20000
22775,0-20000
48580,0-20000
42687,0-20000
42368,0-20000
25618,0-20000
33266,0-20000
22186,0-20000
2198,200000-500000
5486,100000-200000
5096,100000-200000
58133,0-20000
48221,0-20000
45848,0-20000
34819,0-20000
15178,20000-50000
42201,0-20000
41509,0-20000
21415,0-20000
23877,0-20000
11053,20000-50000
3516,200000-500000
20751,0-20000
9301,50000-100000
54502,0-20000
40603,0-20000
14442,20000-50000
23811,0-20000
3269,200000-500000
21029,0-20000
36996,0-20000
57229,0-20000
27453,0-20000
49257,0-20000
14972,20000-50000
33188,0-20000
7066,50000-100000
1014,>1000000
45272,0-20000
35591,0-20000
51337,0-20000
43368,0-20000
50865,0-20000
24670,0-20000
12000,20000-50000
20932,0-20000
50747,0-20000
46072,0-20000
54196,0-20000
18518,0-20000
55747,0-20000
2102,200000-500000
31430,0-20000
28000,0-20000
7507,50000-100000
48073,0-20000
45254,0-20000
4539,100000-200000
17946,20000-50000
52468,0-20000
34138,0-20000
13236,20000-50000
16386,20000-50000
1557,500000-1000000
26192,0-20000
18760,0-20000
18042,20000-50000
13475,20000-50000
3456,200000-500000
23792,0-20000
41888,0-20000
40835,0-20000
10818,20000-50000
40711,0-20000
55375,0-20000
33071,0-20000
22451,0-20000
56743,0-20000
24089,0-20000
4144,100000-200000
29265,0-20000
47958,0-20000
34375,0-20000
31216,0-20000
25179,0-20000
30071,0-20000
49280,0-20000
48003,0-20000
4586,100000-200000
8156,50000-100000
18729,0-20000
3215,200000-500000
13068,20000-50000
36483,0-20000
8099,50000-100000
43728,0-20000
17930,20000-50000
9591,50000-100000
1375,500000-1000000
36004,0-20000
58815,0-20000
47710,0-20000
8553,50000-100000
34484,0-20000
7472,50000-100000
8113,50000-100000
34083,0-20000
20421,0-20000
53207,0-20000
26979,0-20000
18494,0-20000
27611,0-20000
36457,0-20000
29841,0-20000
31564,0-20000
35974,0-20000
4060,200000-500000
26483,0-20000
12292,20000-50000
58311,0-20000
24842,0-20000
25131,0-20000
33400,0-20000
37387,0-20000
26099,0-20000
48625,0-20000
45692,0-20000
28389,0-20000
50229,0-20000
26233,0-20000
6417,100000-200000
49558,0-20000
12387,50000-100000
37525,0-20000
32703,0-20000
32947,0-20000
21071,0-20000
25853,0-20000
44346,0-20000
45027,0-20000
47713,0-20000
20407,0-20000
15475,20000-50000
47506,0-20000
26013,0-20000
14297,20000-50000
695,>1000000
18254,20000-50000
49900,0-20000
35102,0-20000
32149,0-20000
23030,0-20000
40563,0-20000
41198,0-20000
50899,0-20000
48670,0-20000
7491,50000-100000
20681,0-20000
23654,0-20000
14137,20000-50000
34650,0-20000
8023,50000-100000
39087,0-20000
45035,0-20000
29708,0-20000
20318,0-20000
49615,0-20000
37194,0-20000
15135,20000-50000
6023,100000-200000
50748,0-20000
34325,0-20000
25312,0-20000
38373,0-20000
4354,100000-200000
13722,20000-50000
49948,0-20000
50977,0-20000
23410,0-20000
30878,0-20000
26008,0-20000
43444,0-20000
29297,0-20000
34098,0-20000
22193,0-20000
38042,0-20000
35838,0-20000
47264,0-20000
35331,0-20000
10363,50000-100000
5807,100000-200000
33877,0-20000
1663,500000-1000000
6059,100000-200000
34629,0-20000
27403,0-20000
36732,0-20000
43870,0-20000
23406,0-20000
30490,0-20000
48089,0-20000
33793,0-20000
48047,0-20000
53431,0-20000
54760,0-20000
12300,20000-50000
51610,0-20000
53509,0-20000
58429,0-20000
39824,0-20000
20041,0-20000
39283,0-20000
46093,0-20000
35187,0-20000
38657,0-20000
30911,0-20000
32915,0-20000
13797,20000-50000
42726,0-20000
24825,0-20000
39883,0-20000
50514,0-20000
49183,0-20000
7119,50000-100000
58119,0-20000
42359,0-20000
35829,0-20000
25736,0-20000
29637,0-20000
27654,0-20000
48477,0-20000
2814,200000-500000
58338,0-20000
58209,0-20000
33629,0-20000
50812,0-20000
32713,0-20000
45104,0-20000
7688,50000-100000
29843,0-20000
25259,0-20000
25509,0-20000
16894,20000-50000
55760,0-20000
57119,0-20000
26851,0-20000
28326,0-20000
27464,0-20000
48997,0-20000
51472,0-20000
1031,500000-1000000
8949,50000-100000
7313,50000-100000
25528,0-20000
6973,50000-100000
4390,100000-200000
49470,0-20000
22280,0-20000
27867,0-20000
20275,0-20000
10884,20000-50000
24562,0-20000
45149,0-20000
53589,0-20000
33642,0-20000
45069,0-20000
6969,50000-100000
56176,0-20000
9758,50000-100000
57805,0-20000
25191,0-20000
14008,20000-50000
9757,50000-100000
19843,0-20000
18018,20000-50000
4402,100000-200000
55123,0-20000
11975,20000-50000
19982,0-20000
32798,0-20000
20991,0-20000
47644,0-20000
47131,0-20000
29592,0-20000
51415,0-20000
18776,0-20000
17701,20000-50000
38048,0-20000
9450,50000-100000
7945,50000-100000
58282,0-20000
24132,0-20000
5880,100000-200000
55102,0-20000
1544,200000-500000
40856,0-20000
21456,0-20000
25227,0-20000
9076,50000-100000
37562,0-20000
41989,0-20000
31095,0-20000
2554,200000-500000
7808,50000-100000
48942,0-20000
55143,0-20000
44486,0-20000
50287,0-20000
52760,0-20000
5599,100000-200000
10277,0-20000
22611,0-20000
23323,0-20000
757,>1000000
4576,100000-200000
44165,0-20000
37096,0-20000
48624,0-20000
43559,0-20000
28027,0-20000
32735,0-20000
57501,0-20000
43289,0-20000
56647,0-20000
32530,0-20000
55943,0-20000
25260,0-20000
20259,0-20000
22327,0-20000
3400,200000-500000
7549,50000-100000
43574,0-20000
13394,20000-50000
43962,0-20000
32100,0-20000
49804,0-20000
33101,0-20000
545,>1000000
14031,20000-50000
614,>1000000
41812,0-20000
53631,0-20000
41145,0-20000
40339,0-20000
38147,0-20000
16578,20000-50000
2275,200000-500000
12352,20000-50000
58830,0-20000
26048,0-20000
56573,0-20000
36699,0-20000
35454,0-20000
2936,200000-500000
57961,0-20000
23753,0-20000
23646,0-20000
11030,20000-50000
43919,0-20000
10480,50000-100000
58511,20000-50000
52093,0-20000
26517,0-20000
8176,50000-100000
56262,0-20000
2907,200000-500000
28612,0-20000
30176,0-20000
36051,0-20000
26120,0-20000
49973,0-20000
1486,100000-200000
28004,0-20000
9656,50000-100000
39349,0-20000
28185,0-20000
30131,0-20000
5955,100000-200000
7796,50000-100000
10094,50000-100000
8417,50000-100000
31752,0-20000
23813,0-20000
38392,0-20000
8738,50000-100000
30072,0-20000
56279,0-20000
24072,0-20000
55517,0-20000
44502,0-20000
54437,0-20000
47656,0-20000
46781,0-20000
57306,0-20000
40542,0-20000
31976,0-20000
30640,0-20000
8542,50000-100000
39080,0-20000
32865,0-20000
21255,0-20000
17620,20000-50000
57982,0-20000
11331,20000-50000
42088,0-20000
7380,50000-100000
41530,0-20000
17213,20000-50000
7383,50000-100000
12656,20000-50000
1182,500000-1000000
57180,0-20000
50113,0-20000
31506,0-20000
18164,20000-50000
21871,0-20000
55189,0-20000
2261,200000-500000
36189,0-20000
47726,0-20000
10922,20000-50000
33076,0-20000
51907,0-20000
6560,100000-200000
52906,0-20000
12381,20000-50000
2365,200000-500000
2159,200000-500000
20537,0-20000
38109,0-20000
52171,0-20000
29135,0-20000
9377,50000-100000
54679,0-20000
30191,0-20000
26388,0-20000
57849,0-20000
40151,0-20000
17416,20000-50000
50537,0-20000
17179,20000-50000
38016,0-20000
53707,0-20000
48400,0-20000
15372,20000-50000
46136,0-20000
51983,0-20000
8574,50000-100000
5863,100000-200000
4349,100000-200000
30546,0-20000
14265,20000-50000
6018,100000-200000
57289,0-20000
15760,20000-50000
51826,0-20000
55857,0-20000
40175,0-20000
10988,20000-50000
34210,0-20000
53564,0-20000
5220,100000-200000
57516,0-20000
28340,0-20000
15703,20000-50000
53158,0-20000
56188,0-20000
19309,0-20000
37791,0-20000
25680,0-20000
39404,0-20000
1441,500000-1000000
16439,20000-50000
20898,0-20000
42632,0-20000
23467,0-20000
3394,200000-500000
26208,0-20000
11219,20000-50000
57577,0-20000
23648,0-20000
27073,0-20000
42548,0-20000
40039,0-20000
28984,0-20000
48993,0-20000
3289,200000-500000
32659,0-20000
52036,0-20000
12039,20000-50000
27715,0-20000
4372,100000-200000
11013,20000-50000
55978,0-20000
36184,0-20000
55313,0-20000
48163,0-20000
21985,0-20000
11511,20000-50000
52435,0-20000
40555,0-20000
51499,0-20000
35422,0-20000
47574,0-20000
26480,0-20000
45806,0-20000
42460,0-20000
48064,0-20000
33095,0-20000
49130,0-20000
14930,20000-50000
26490,0-20000
23392,0-20000
37315,0-20000
2174,200000-500000
49436,0-20000
22572,0-20000
16932,20000-50000
52149,0-20000
45744,0-20000
13925,20000-50000
43266,0-20000
2883,200000-500000
19059,0-20000
41157,0-20000
37994,0-20000
43065,0-20000
44129,0-20000
58977,0-20000
39090,0-20000
42984,0-20000
7720,50000-100000
12602,20000-50000
26252,0-20000
57302,0-20000
44517,0-20000
4029,200000-500000
39770,0-20000
41986,0-20000
44043,0-20000
8881,50000-100000
39089,0-20000
41646,0-20000
45121,0-20000
34664,0-20000
35586,0-20000
41043,0-20000
8494,50000-100000
58740,0-20000
15344,20000-50000
18108,20000-50000
19958,0-20000
18319,20000-50000
21473,0-20000
34746,0-20000
34412,0-20000
6177,100000-200000
10345,50000-100000
53906,0-20000
38271,0-20000
7996,50000-100000
36322,0-20000
27881,0-20000
19400,0-20000
54125,0-20000
57519,0-20000
28959,0-20000
21857,0-20000
38227,0-20000
32906,0-20000
52959,0-20000
3831,200000-500000
52487,0-20000
27338,0-20000
9438,50000-100000
46442,0-20000
52830,0-20000
53281,0-20000
40830,0-20000
33989,0-20000
34534,0-20000
34885,0-20000
47435,0-20000
7429,50000-100000
55942,0-20000
9096,50000-100000
3923,200000-500000
57822,0-20000
37492,0-20000
44215,0-20000
8324,50000-100000
38597,0-20000
34252,0-20000
51210,0-20000
50562,0-20000
26170,0-20000
27762,0-20000
19186,0-20000
47217,0-20000
44146,0-20000
34467,0-20000
28418,0-20000
34497,0-20000
26691,0-20000
20335,0-20000
53751,0-20000
16168,20000-50000
33802,0-20000
49788,0-20000
11144,20000-50000
57112,0-20000
21854,0-20000
56972,0-20000
18490,0-20000
40248,0-20000
26238,0-20000
16745,20000-50000
41275,0-20000
10940,20000-50000
2001,200000-500000
37586,0-20000
51460,0-20000
19630,0-20000
9273,50000-100000
35776,0-20000
43805,0-20000
34862,0-20000
41724,0-20000
44739,0-20000
3976,200000-500000
48647,0-20000
37414,0-20000
37611,0-20000
20030,0-20000
13186,20000-50000
29714,0-20000
5986,100000-200000
42287,0-20000
25493,0-20000
56415,0-20000
23725,0-20000
33499,0-20000
8409,50000-100000
42162,0-20000
51020,0-20000
44338,0-20000
54258,0-20000
14809,20000-50000
50245,0-20000
49929,0-20000
46555,0-20000
36712,0-20000
49564,0-20000
28391,0-20000
11143,20000-50000
45663,0-20000
5052,100000-200000
15623,20000-50000
31616,0-20000
17765,20000-50000
38210,0-20000
18469,0-20000
42920,0-20000
44837,0-20000
8724,50000-100000
46900,0-20000
55333,0-20000
44540,0-20000
23788,0-20000
54698,0-20000
27302,0-20000
55569,0-20000
30371,0-20000
2300,200000-500000
21524,0-20000
11934,20000-50000
48220,0-20000
31553,0-20000
28650,0-20000
31261,0-20000
33783,0-20000
58488,0-20000
13064,20000-50000
53118,0-20000
2479,200000-500000
9147,50000-100000
9248,50000-100000
17282,20000-50000
10353,50000-100000
10059,50000-100000
43378,0-20000
14003,20000-50000
7652,50000-100000
7792,50000-100000
11772,20000-50000
27637,20000-50000
11123,20000-50000
30672,0-20000
9983,50000-100000
35101,0-20000
21771,0-20000
37012,0-20000
6428,100000-200000
50062,0-20000
51315,0-20000
38421,0-20000
52012,0-20000
38390,0-20000
830,>1000000
37000,0-20000
53717,0-20000
16994,20000-50000
46116,0-20000
27857,0-20000
10785,20000-50000
5285,100000-200000
1549,200000-500000
41396,0-20000
46987,0-20000
27200,0-20000
33225,0-20000
12939,20000-50000
2235,200000-500000
9131,50000-100000
16245,20000-50000
1746,500000-1000000
57064,0-20000
38111,0-20000
4584,100000-200000
20818,0-20000
31923,0-20000
30826,0-20000
20876,0-20000
33072,0-20000
4442,100000-200000
10714,20000-50000
6880,50000-100000
8745,50000-100000
35612,0-20000
36093,0-20000
19057,0-20000
37365,0-20000
3206,200000-500000
51062,0-20000
55349,0-20000
14946,20000-50000
14694,20000-50000
33186,0-20000
31255,0-20000
5017,100000-200000
16043,20000-50000
47212,0-20000
45423,0-20000
21237,0-20000
57802,0-20000
17157,20000-50000
31032,0-20000
56764,0-20000
36947,0-20000
36262,0-20000
44897,0-20000
21850,0-20000
28417,0-20000
23270,0-20000
11007,20000-50000
24913,0-20000
42630,0-20000
12397,20000-50000
48714,0-20000
15060,20000-50000
1398,500000-1000000
52966,0-20000
41451,0-20000
40766,0-20000
13257,20000-50000
26268,0-20000
41910,0-20000
42406,0-20000
8637,50000-100000
51230,0-20000
38458,0-20000
45772,0-20000
5310,100000-200000
8963,50000-100000
43621,0-20000
32709,0-20000
913,>1000000
9177,50000-100000
4724,100000-200000
45520,0-20000
30046,0-20000
26014,0-20000
48154,0-20000
38211,0-20000
49344,0-20000
8692,50000-100000
44992,0-20000
44852,0-20000
1564,500000-1000000
37953,0-20000
35398,0-20000
25132,0-20000
23001,0-20000
37974,0-20000
37056,0-20000
363,>1000000
54899,0-20000
26123,0-20000
22615,0-20000
26009,0-20000
21243,0-20000
28223,0-20000
2192,200000-500000
26383,0-20000
36320,0-20000
17508,20000-50000
24639,0-20000
32723,0-20000
14020,20000-50000
32394,0-20000
11740,20000-50000
39949,0-20000
23685,0-20000
56434,0-20000
52940,0-20000
8863,50000-100000
54047,0-20000
32970,0-20000
33114,0-20000
28941,0-20000
10178,50000-100000
2661,200000-500000
10694,20000-50000
40109,0-20000
18842,0-20000
34966,0-20000
17919,20000-50000
46435,0-20000
21807,0-20000
18153,20000-50000
57574,0-20000
41483,0-20000
21357,0-20000
15450,20000-50000
47073,0-20000
15927,20000-50000
52238,0-20000
35721,0-20000
15454,20000-50000
31029,0-20000
12061,20000-50000
4563,100000-200000
56800,0-20000
22050,0-20000
25938,0-20000
5579,100000-200000
5247,100000-200000
16358,20000-50000
43245,0-20000
12156,50000-100000
31926,0-20000
32853,0-20000
10601,20000-50000
13164,20000-50000
30138,0-20000
22908,0-20000
50471,0-20000
23002,0-20000
36397,0-20000
57614,0-20000
39623,0-20000
8509,50000-100000
18549,0-20000
25521,0-20000
26624,0-20000
55146,0-20000
59021,0-20000
14652,20000-50000
19040,0-20000
24134,0-20000
32708,0-20000
12965,20000-50000
48007,0-20000
45019,0-20000
43523,0-20000
57816,0-20000
30067,0-20000
55016,0-20000
54875,0-20000
34175,0-20000
31470,0-20000
38602,0-20000
59032,0-20000
20014,0-20000
16772,20000-50000
30491,0-20000
56873,0-20000
38114,0-20000
54527,0-20000
3285,200000-500000
27629,0-20000
13560,20000-50000
44751,0-20000
28205,0-20000
51757,0-20000
51291,0-20000
47444,0-20000
50634,0-20000
35084,0-20000
18943,0-20000
55648,0-20000
19532,0-20000
40832,0-20000
56267,0-20000
15854,20000-50000
5621,100000-200000
37388,0-20000
33393,0-20000
41965,0-20000
17484,20000-50000
31305,0-20000
57550,0-20000
7263,50000-100000
5499,100000-200000
30324,0-20000
53378,0-20000
12959,20000-50000
31455,0-20000
27452,0-20000
25295,0-20000
2651,200000-500000
43063,0-20000
43038,0-20000
39394,0-20000
23255,0-20000
32920,0-20000
3537,200000-500000
42837,0-20000
6256,100000-200000
53838,0-20000
10720,20000-50000
18785,0-20000
56243,0-20000
31124,0-20000
36105,0-20000
24690,0-20000
16964,20000-50000
22174,0-20000
32338,0-20000
16248,20000-50000
3650,200000-500000
18338,20000-50000
1175,500000-1000000
26113,0-20000
6327,20000-50000
49570,0-20000
51864,0-20000
25344,0-20000
23831,0-20000
43086,0-20000
50617,0-20000
46440,0-20000
38613,0-20000
57983,0-20000
45988,0-20000
33640,0-20000
49857,0-20000
42272,0-20000
19598,0-20000
20462,0-20000
19842,0-20000
19142,0-20000
8785,50000-100000
33912,0-20000
10543,20000-50000
51584,0-20000
8955,50000-100000
12612,20000-50000
19599,0-20000
43000,0-20000
44743,0-20000
17954,20000-50000
24118,0-20000
53566,0-20000
46094,0-20000
58897,0-20000
9043,20000-50000
24598,0-20000
28161,0-20000
56935,0-20000
51950,0-20000
20519,0-20000
35274,0-20000
30166,0-20000
28069,0-20000
4767,100000-200000
51382,0-20000
40491,0-20000
56189,0-20000
41976,0-20000
17953,20000-50000
46147,0-20000
21748,0-20000
15140,20000-50000
41020,0-20000
20839,0-20000
55285,0-20000
26426,0-20000
30572,0-20000
21212,0-20000
29403,0-20000
43663,0-20000
38574,0-20000
2509,200000-500000
3867,200000-500000
824,>1000000
3097,200000-500000
19852,0-20000
17226,20000-50000
8701,50000-100000
24455,0-20000
34483,0-20000
42365,0-20000
1018,500000-1000000
5345,100000-200000
55114,0-20000
15507,20000-50000
52764,0-20000
23450,0-20000
29868,0-20000
41021,0-20000
17729,20000-50000
55708,0-20000
19171,0-20000
3562,200000-500000
49952,0-20000
41445,0-20000
20549,0-20000
31994,0-20000
4460,100000-200000
24660,0-20000
26275,0-20000
29015,0-20000
38566,0-20000
57548,0-20000
3138,200000-500000
46034,0-20000
15157,20000-50000
7721,50000-100000
19287,0-20000
506,>1000000
28449,0-20000
44539,0-20000
33938,0-20000
3137,200000-500000
24298,0-20000
27498,0-20000
37386,0-20000
3470,200000-500000
46968,0-20000
34053,0-20000
35546,0-20000
52423,0-20000
37984,0-20000
45512,0-20000
46740,0-20000
37720,0-20000
7070,50000-100000
54667,0-20000
51192,0-20000
30797,0-20000
49709,0-20000
21617,0-20000
43089,0-20000
44666,0-20000
30657,0-20000
1095,500000-1000000
34060,0-20000
18603,0-20000
51064,0-20000
33728,0-20000
44595,0-20000
56448,0-20000
826,>1000000
16899,20000-50000
8087,50000-100000
33826,0-20000
22164,0-20000
43454,0-20000
50485,0-20000
46161,0-20000
2339,200000-500000
3720,200000-500000
35748,0-20000
38758,0-20000
18599,0-20000
25775,0-20000
45119,0-20000
38679,0-20000
712,>1000000
49988,0-20000
7800,50000-100000
4807,100000-200000
56830,0-20000
28980,0-20000
6061,100000-200000
55800,0-20000
2963,200000-500000
58745,0-20000
42688,0-20000
9539,50000-100000
42305,0-20000
1851,500000-1000000
16336,20000-50000
13392,20000-50000
58408,0-20000
43901,0-20000
3663,200000-500000
29776,0-20000
18809,0-20000
17163,20000-50000
39078,0-20000
6342,100000-200000
2133,200000-500000
9393,50000-100000
46695,0-20000
25432,0-20000
3532,200000-500000
28763,0-20000
20816,0-20000
37375,0-20000
36432,0-20000
54506,0-20000
57210,0-20000
3699,200000-500000
19806,0-20000
55441,0-20000
35940,0-20000
58866,0-20000
37508,0-20000
798,>1000000
44646,0-20000
54120,0-20000
24827,0-20000
5541,100000-200000
42377,0-20000
15993,20000-50000
24988,0-20000
39431,0-20000
47608,0-20000
17942,20000-50000
47449,0-20000
47137,0-20000
37846,0-20000
14390,20000-50000
